Timestamp,Cell 1 Voltage,Cell 1 Current,Cell 1 Temp
2023-09-13 06:50:03,4.66210266107887,0.045,16.646893349389455
2023-09-13 06:50:05,4.907723309530542,1.005,16.42504354738787
2023-09-13 06:50:06,4.938939357232195,1.004,16.3462399183884
2023-09-13 06:50:07,4.802574593662917,0.728,16.5968280313316
2023-09-13 06:50:09,4.802410298885615,0.72,16.632590732473666
2023-09-13 06:50:10,4.802081709331858,0.709,16.607557766898513
2023-09-13 06:50:11,4.802574593662917,0.698,16.353405695353015
2023-09-13 06:50:13,4.802574593662917,0.689,16.47516860106766
2023-09-13 06:50:14,4.802574593662917,0.676,16.217193522307007
2023-09-13 06:50:15,4.8030674779965175,0.669,16.389229140776877
2023-09-13 06:50:16,4.803231772774948,0.662,16.48590739805254
2023-09-13 06:50:18,4.803560362332659,0.655,16.510961463657658
2023-09-13 06:50:19,4.803396067553662,0.65,16.374900849314844
2023-09-13 06:50:20,4.803724657111939,0.644,16.47516860106766
2023-09-13 06:50:21,4.8040532466713435,0.639,16.335490571642193
2023-09-13 06:50:23,4.803724657111939,0.631,16.46800895558282
2023-09-13 06:50:24,4.804217541451471,0.628,16.52885454967647
2023-09-13 06:50:25,4.804546131012572,0.624,16.42862449232287
2023-09-13 06:50:26,4.804217541451471,0.617,16.52885454967647
2023-09-13 06:50:28,4.8038889518915004,0.612,16.671919551391852
2023-09-13 06:50:29,4.804546131012572,0.608,16.621862846847446
2023-09-13 06:50:30,4.8040532466713435,0.604,16.553901134610012
2023-09-13 06:50:31,4.804710425793545,0.6,16.539589333421794
2023-09-13 06:50:33,4.804874720574802,0.596,16.54316741691097
2023-09-13 06:50:34,4.804710425793545,0.593,16.360571109300178
2023-09-13 06:50:35,4.804546131012572,0.589,16.525276110547445
2023-09-13 06:50:36,4.804874720574802,0.584,16.54316741691097
2023-09-13 06:50:38,4.804874720574802,0.581,16.56463405392015
2023-09-13 06:50:39,4.805039015356342,0.578,16.632590732473666
2023-09-13 06:50:40,4.805367604920269,0.575,16.47516860106766
2023-09-13 06:50:41,4.804710425793545,0.571,16.56105650279939
2023-09-13 06:50:43,4.805367604920269,0.569,16.589674432978192
2023-09-13 06:50:44,4.805203310138164,0.565,16.553901134610012
2023-09-13 06:50:45,4.805531899702656,0.561,16.550323317468685
2023-09-13 06:50:46,4.805367604920269,0.558,16.696941465276783
2023-09-13 06:50:48,4.806024784051513,0.555,16.621862846847446
2023-09-13 06:50:49,4.805531899702656,0.553,16.839842179980035
2023-09-13 06:50:50,4.8058604892682775,0.55,16.646893349389455
2023-09-13 06:50:51,4.805367604920269,0.548,16.686218312176873
2023-09-13 06:50:53,4.7966599818579,0.53,16.66834464250463
2023-09-13 06:50:54,4.797152866161016,0.529,16.768409130067756
2023-09-13 06:50:55,4.7968242766253235,0.527,16.90767177780017
