2023-11-12 16:13:10,4.015317895598717,3.7140037222888544,-1.999177,-1.999177,14.755885882528558,16.04046796820532,7.729321617887572
2023-11-12 16:13:11,4.014332133543274,3.700038799930029,-1.999153,-1.999153,14.71235767924859,16.06919180293303,7.714370933473303
2023-11-12 16:13:12,4.013510665170954,3.6919884337133473,-1.999177,-1.999177,14.694216340795231,16.06919180293303,7.705499098884301
2023-11-12 16:13:13,4.013182077823863,3.7003673863184785,-1.999177,-1.999177,14.668813920631221,15.972224721730106,7.713549464142342
2023-11-12 16:13:14,4.011867728445996,3.69626005653199,-1.999273,-1.999273,14.784896076371782,16.10508816771047,7.708127784977986
2023-11-12 16:13:15,4.011374847433623,3.6819665500445202,-1.999161,-1.999161,14.748632259332659,16.10508816771047,7.693341397478143
2023-11-12 16:13:17,4.010717672754131,3.6696445631472026,-1.999153,-1.999153,14.581679465322845,15.907541700986876,7.680362235901334
2023-11-12 16:13:18,4.010224791747266,3.67753063460668,-1.999137,-1.999137,14.705101468211723,15.975817321425282,7.687755426353946
2023-11-12 16:13:19,4.008910442407161,3.6822951363801857,-1.999177,-1.999177,14.821149169572097,16.16967813613274,7.691205578787347
2023-11-12 16:13:20,4.008581855074755,3.6901812087235397,-1.999185,-1.999185,14.763139075516722,16.04046796820532,7.698763063798295
2023-11-12 16:13:21,4.007924680413089,3.6896883291859024,-1.999185,-1.999185,14.632515523525877,15.95426030232213,7.6976130095989905
2023-11-12 16:13:23,4.007267505755616,3.6872239315300877,-1.999161,-1.999161,14.774018059045746,16.115855255998056,7.694491437285704
2023-11-12 16:13:24,4.006774624765262,3.6847595339281947,-1.999169,-1.999169,14.697844824767985,16.07637182411174,7.6915341586934565
2023-11-12 16:13:25,4.005953156453242,3.6900169155440876,-1.999161,-1.999161,14.74500528630873,16.097909642385428,7.69597007199733
2023-11-12 16:13:26,4.005624569130269,3.6721089604192185,-1.999153,-1.999153,14.708729627761368,16.01532967988831,7.677733529549488
2023-11-12 16:13:27,4.004803100827416,3.6790092730665913,-1.999121,-1.999121,14.857391578075916,16.230652208827163,7.683812373894007
2023-11-12 16:13:29,4.004310219848845,3.686073879309163,-1.999137,-1.999137,14.676072296849243,15.936293511280196,7.690384099158008
