Timestamp,Cell 1 Voltage,Cell 2 Voltage,Cell 3 Voltage,Cell 1 Current,Cell 2 Current,Cell 3 Current,Cell 1 Temp,Cell 2 Temp,Cell 3 Temp,V_bank
2024-07-18 21:56:09,4.042590649556062,3.8830615699284405,3.836730821681505,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-157.32135182960505,11.762383041166007
2024-07-18 21:56:10,4.043247824439915,3.883390156867078,3.836730821681505,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.763368802988497
2024-07-18 21:56:11,4.043412118161539,3.8830615699284405,3.836730821681505,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.763204509771484
2024-07-18 21:56:12,4.043576411883428,3.883390156867078,3.8368951150797157,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.763861683830221
2024-07-18 21:56:13,4.044233586773627,3.883390156867078,3.8368951150797157,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.764518858720422
2024-07-18 21:56:14,4.044397880496839,3.883554450336776,3.837059408478177,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-158.26568972269644,11.765011739311792
2024-07-18 21:56:15,4.044890761668061,3.883554450336776,3.8368951150797157,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-157.32135182960505,11.765340327084552
2024-07-18 21:56:16,4.04505505539233,3.8837187438067278,3.8372237018768893,0.305,0.305,0.305,-156.40967176436934,-159.24511475602185,-157.32135182960505,11.765997501075947
2024-07-18 21:56:18,4.046369405196015,3.8838830372769326,3.8373879952758507,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-156.40967176436934,11.767640437748799
2024-07-18 21:56:19,4.048012342474443,3.8838830372769326,3.8372237018768893,0.305,0.305,0.305,-155.52846409113775,-157.32135182960505,-158.26568972269644,11.769119081628265
2024-07-18 21:56:20,4.048505223663136,3.8842116242181035,3.8372237018768893,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-157.32135182960505,11.769940549758129
2024-07-18 21:56:21,4.048176636203743,3.8842116242181035,3.8373879952758507,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.769776255697696
2024-07-18 21:56:22,4.048340929933307,3.884047330747391,3.8375522886750626,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-158.26568972269644,11.769940549355761
2024-07-18 21:56:23,4.048176636203743,3.8842116242181035,3.8375522886750626,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.769940549096908
2024-07-18 21:56:24,4.047848048745409,3.8842116242181035,3.8373879952758507,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-158.26568972269644,11.769447668239362
2024-07-18 21:56:25,4.048176636203743,3.8843759176890686,3.8375522886750626,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.770104842567875
2024-07-18 21:56:26,4.048012342474443,3.8843759176890686,3.8375522886750626,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.769940548838575
2024-07-18 21:56:28,4.048505223663136,3.8843759176890686,3.8377165820745245,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-156.40967176436934,11.770597723426729
2024-07-18 21:56:29,4.04866951739323,3.8845402111602874,3.837880875474237,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-158.26568972269644,11.771090604027755
2024-07-18 21:56:30,4.048505223663136,3.884704504631759,3.8377165820745245,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-159.24511475602185,11.770926310369418
2024-07-18 21:56:31,4.048505223663136,3.8848687981034846,3.837880875474237,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-158.26568972269644,11.771254897240857
2024-07-18 21:56:32,4.049326692316253,3.8845402111602874,3.8382094622744116,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.772076365750952
2024-07-18 21:56:33,4.049983867243515,3.885033091575463,3.838045168874199,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-157.32135182960505,11.773062127693178
2024-07-18 21:56:34,4.050805335908556,3.885033091575463,3.8382094622744116,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.77404788975843
2024-07-18 21:56:35,4.051133923376426,3.8848687981034846,3.8382094622744116,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.774212183754322
2024-07-18 21:56:36,4.049819573511303,3.8848687981034846,3.838045168874199,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-159.24511475602185,11.772733540488986
2024-07-18 21:56:37,4.049655279779355,3.8848687981034846,3.8383737556748745,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-157.32135182960505,11.772897833557714
2024-07-18 21:56:39,4.051133923376426,3.8851973850476957,3.838538049075587,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-159.24511475602185,11.774869357499709
2024-07-18 21:56:40,4.053105448205917,3.885033091575463,3.8387023424765503,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.77684088225793
2024-07-18 21:56:41,4.053105448205917,3.885033091575463,3.8382094622744116,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-157.32135182960505,11.776348002055792
2024-07-18 21:56:42,4.048998104854212,3.885033091575463,3.838538049075587,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-158.26568972269644,11.772569245505263
2024-07-18 21:56:43,4.04866951739323,3.8851973850476957,3.8387023424765503,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.772569244917475
2024-07-18 21:56:44,4.048998104854212,3.8851973850476957,3.8387023424765503,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.772897832378458
2024-07-18 21:56:45,4.048012342474443,3.8855259719929207,3.8387023424765503,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.772240656943914
2024-07-18 21:56:46,4.047190873831919,3.8855259719929207,3.8387023424765503,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.77141918830139
2024-07-18 21:56:47,4.047190873831919,3.885361678520182,3.8387023424765503,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.771254894828651
2024-07-18 21:56:48,4.047026580104209,3.8855259719929207,3.8387023424765503,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.77125489457368
2024-07-18 21:56:50,4.048340929933307,3.8855259719929207,3.8388666358777632,0.305,0.305,0.305,-156.40967176436934,-157.32135182960505,-158.26568972269644,11.77273353780399
2024-07-18 21:56:51,4.0494909860476715,3.885690265465914,3.8387023424765503,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-158.26568972269644,11.773883593990135
2024-07-18 21:56:52,4.0491623985851,3.8855259719929207,3.8388666358777632,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.773555006455783
2024-07-18 21:56:53,4.049655279779355,3.885690265465914,3.8388666358777632,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.774212181123033
2024-07-18 21:56:54,4.050641042175017,3.88585455893916,3.8388666358777632,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-159.24511475602185,11.77536223699194
2024-07-18 21:56:55,4.053926916896141,3.885690265465914,3.839030929279227,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-158.26568972269644,11.778648111641282
2024-07-18 21:56:56,4.055405560555253,3.8855259719929207,3.839030929279227,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-158.26568972269644,11.7799624618274
2024-07-18 21:56:57,4.054584091853094,3.8860188524126595,3.839030929279227,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.77963387354498
2024-07-18 21:56:58,4.053269741943431,3.88585455893916,3.839030929279227,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.778155230161818
2024-07-18 21:57:00,4.052776860731685,3.885690265465914,3.839030929279227,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-158.26568972269644,11.777498055476826
2024-07-18 21:57:01,4.0517910983153484,3.88585455893916,3.8391952226809405,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.776840879935449
2024-07-18 21:57:02,4.050805335908556,3.8860188524126595,3.8393595160829044,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-157.32135182960505,11.776183704404119
2024-07-18 21:57:03,4.050969629642358,3.8860188524126595,3.8391952226809405,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-158.26568972269644,11.776183704735958
2024-07-18 21:57:04,4.050805335908556,3.8860188524126595,3.8391952226809405,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.776019411002157
2024-07-18 21:57:05,4.0501481609759935,3.8863474393604203,3.839030929279227,0.305,0.305,0.305,-156.40967176436934,-159.24511475602185,-156.40967176436934,11.775526529615641
2024-07-18 21:57:06,4.0491623985851,3.8860188524126595,3.8393595160829044,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.774540767080664
2024-07-18 21:57:07,4.049326692316253,3.886183145886413,3.8393595160829044,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.77486935428557
2024-07-18 21:57:08,4.050805335908556,3.886183145886413,3.8393595160829044,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.776347997877874
2024-07-18 21:57:09,4.052283979522324,3.886183145886413,3.8396881028875836,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-158.26568972269644,11.77815522829632
2024-07-18 21:57:10,4.051462510845357,3.8863474393604203,3.8393595160829044,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.777169466288681
2024-07-18 21:57:12,4.050805335908556,3.886183145886413,3.839523809485119,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-157.32135182960505,11.776512291280088
2024-07-18 21:57:13,4.0494909860476715,3.8863474393604203,3.839523809485119,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.77536223489321
2024-07-18 21:57:14,4.051133923376426,3.8863474393604203,3.839523809485119,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-157.32135182960505,11.777005172221966
2024-07-18 21:57:15,4.051626804580221,3.8863474393604203,3.8396881028875836,0.305,0.305,0.305,-156.40967176436934,-157.32135182960505,-158.26568972269644,11.777662346828224
2024-07-18 21:57:16,4.052612566994966,3.8863474393604203,3.8396881028875836,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.77864810924297
2024-07-18 21:57:17,4.051133923376426,3.8863474393604203,3.8396881028875836,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-156.40967176436934,11.77716946562443
2024-07-18 21:57:18,4.053269741943431,3.8865117328346805,3.8396881028875836,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.779469577665695
2024-07-18 21:57:19,4.054748385592995,3.8865117328346805,3.8396881028875836,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-157.32135182960505,11.78094822131526
2024-07-18 21:57:20,4.054748385592995,3.8866760263091944,3.8396881028875836,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-159.24511475602185,11.781112514789772
2024-07-18 21:57:22,4.054255504374087,3.8865117328346805,3.8398523962902984,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-159.24511475602185,11.780619633499066
2024-07-18 21:57:23,4.053434035681211,3.8866760263091944,3.8398523962902984,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.779962458280703
2024-07-18 21:57:24,4.0535983294192555,3.8866760263091944,3.8398523962902984,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.780126752018749
2024-07-18 21:57:25,4.052448273258512,3.8866760263091944,3.8396881028875836,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-157.32135182960505,11.77881240245529
2024-07-18 21:57:26,4.051955392050742,3.8866760263091944,3.8398523962902984,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.778483814650235
2024-07-18 21:57:27,4.054091210634981,3.886840319783962,3.8398523962902984,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-157.32135182960505,11.780783926709242
2024-07-18 21:57:28,4.054584091853094,3.8865117328346805,3.8400166896932637,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-158.26568972269644,11.78111251438104
2024-07-18 21:57:29,4.0535983294192555,3.8866760263091944,3.8400166896932637,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.780291045421713
2024-07-18 21:57:31,4.052776860731685,3.886840319783962,3.8400166896932637,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-157.32135182960505,11.779633870208912
2024-07-18 21:57:32,4.052776860731685,3.886840319783962,3.8400166896932637,0.305,0.305,0.305,-157.32135182960505,-156.40967176436934,-157.32135182960505,11.779633870208912
2024-07-18 21:57:33,4.054091210634981,3.886840319783962,3.8398523962902984,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-157.32135182960505,11.780783926709242
2024-07-18 21:57:34,4.055734148037975,3.8870046132589833,3.8403452764999444,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-157.32135182960505,11.783084037796902
2024-07-18 21:57:35,4.056884204235858,3.886840319783962,3.8400166896932637,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-158.26568972269644,11.783741213713082
2024-07-18 21:57:36,4.056555616749422,3.886840319783962,3.8400166896932637,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.783412626226646
2024-07-18 21:57:37,4.056719910492507,3.8870046132589833,3.8400166896932637,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-157.32135182960505,11.783741213444754
2024-07-18 21:57:38,4.053105448205917,3.8870046132589833,3.8401809830964795,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.78029104456138
2024-07-18 21:57:39,4.053926916896141,3.8870046132589833,3.8401809830964795,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-159.24511475602185,11.781112513251603
2024-07-18 21:57:40,4.056555616749422,3.8871689067342574,3.8401809830964795,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.783905506580158
2024-07-18 21:57:42,4.054748385592995,3.886840319783962,3.8401809830964795,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-159.24511475602185,11.781769688473435
2024-07-18 21:57:43,4.052941154468669,3.8873332002097856,3.8400166896932637,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.780291044371719
2024-07-18 21:57:44,4.053434035681211,3.8871689067342574,3.8403452764999444,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-157.32135182960505,11.780948218915412
2024-07-18 21:57:45,4.056719910492507,3.8873332002097856,3.8403452764999444,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-157.32135182960505,11.784398387202238
2024-07-18 21:57:46,4.060170079158635,3.8873332002097856,3.840509569903661,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.788012849272082
2024-07-18 21:57:47,4.06230589791542,3.8873332002097856,3.8403452764999444,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-157.32135182960505,11.78998437462515
2024-07-18 21:57:48,4.064113129206247,3.8874974936855677,3.8403452764999444,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-158.26568972269644,11.791955899391759
2024-07-18 21:57:49,4.06641324180475,3.8874974936855677,3.840509569903661,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-158.26568972269644,11.79442030539398
2024-07-18 21:57:50,4.064606010472966,3.8870046132589833,3.8401809830964795,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.79179160682843
2024-07-18 21:57:52,4.067234710602569,3.8873332002097856,3.8406738633076274,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.795241774119981
2024-07-18 21:57:53,4.064934597985442,3.8873332002097856,3.8406738633076274,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.792941661502855
2024-07-18 21:57:54,4.063784541696431,3.8873332002097856,3.840509569903661,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.791627311809878
2024-07-18 21:57:55,4.060498666656756,3.8873332002097856,3.8403452764999444,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.788177143366486
2024-07-18 21:57:56,4.06082725415594,3.8873332002097856,3.8406738633076274,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.788834317673352
2024-07-18 21:57:57,4.062141604163303,3.8874974936855677,3.840838156711844,0.305,0.305,0.305,-158.26568972269644,-159.24511475602185,-158.26568972269644,11.790477254560715
2024-07-18 21:57:58,4.06082725415594,3.8874974936855677,3.8403452764999444,0.305,0.305,0.305,-157.32135182960505,-160.26233781121513,-158.26568972269644,11.788670024341451
2024-07-18 21:57:59,4.059348610417982,3.8874974936855677,3.840509569903661,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.78735567400721
2024-07-18 21:58:00,4.060170079158635,3.8874974936855677,3.8406738633076274,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.78834143615183
2024-07-18 21:58:02,4.0634559541876785,3.8874974936855677,3.840838156711844,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-158.26568972269644,11.79179160458509
2024-07-18 21:58:03,4.064934597985442,3.8874974936855677,3.840509569903661,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-158.26568972269644,11.79294166157467
2024-07-18 21:58:04,4.065920360529253,3.8874974936855677,3.840838156711844,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-157.32135182960505,11.794256010926665
2024-07-18 21:58:05,4.069206235744483,3.887661787161603,3.840509569903661,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.797377592809747
2024-07-18 21:58:06,4.063127366679989,3.887661787161603,3.840838156711844,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.791627310553437
2024-07-18 21:58:07,4.062470191667802,3.887661787161603,3.8406738633076274,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-157.32135182960505,11.790805842137033
2024-07-18 21:58:08,4.06230589791542,3.8878260806378924,3.840838156711844,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.790970135265155
2024-07-18 21:58:09,4.0642774229615535,3.8879903741144353,3.840838156711844,0.305,0.305,0.305,-159.24511475602185,-158.26568972269644,-159.24511475602185,11.793105953787833
2024-07-18 21:58:10,4.059841491661577,3.887661787161603,3.8406738633076274,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.788177142130808
2024-07-18 21:58:11,4.061648722908549,3.8878260806378924,3.8406738633076274,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.79014866685407
2024-07-18 21:58:13,4.063127366679989,3.8878260806378924,3.840838156711844,0.305,0.305,0.305,-158.26568972269644,-157.32135182960505,-158.26568972269644,11.791791604029726
2024-07-18 21:58:14,4.065756066771287,3.8878260806378924,3.841002450116312,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-158.26568972269644,11.79458459752549
2024-07-18 21:58:15,4.065591773013585,3.8878260806378924,3.841002450116312,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-158.26568972269644,11.79442030376779
2024-07-18 21:58:16,4.063127366679989,3.8878260806378924,3.841002450116312,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.791955897434192
2024-07-18 21:58:17,4.0634559541876785,3.8879903741144353,3.841002450116312,0.305,0.305,0.305,-158.26568972269644,-158.26568972269644,-157.32135182960505,11.792448778418425
2024-07-18 21:58:18,4.063291660433701,3.8881546675912313,3.840838156711844,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-157.32135182960505,11.792284484736776
2024-07-18 21:58:19,4.0634559541876785,3.8879903741144353,3.841002450116312,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-158.26568972269644,11.792448778418425
2024-07-18 21:58:20,4.0642774229615535,3.8878260806378924,3.841002450116312,0.305,0.305,0.305,-157.32135182960505,-157.32135182960505,-157.32135182960505,11.793105953715758
2024-07-18 21:58:21,4.064770304229071,3.8879903741144353,3.841002450116312,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-158.26568972269644,11.793763128459817
2024-07-18 21:58:22,4.065427479256151,3.8881546675912313,3.841166743521029,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.79474889036841
2024-07-18 21:58:24,4.064934597985442,3.8879903741144353,3.841166743521029,0.305,0.305,0.305,-156.40967176436934,-157.32135182960505,-158.26568972269644,11.794091715620906
2024-07-18 21:58:25,4.064934597985442,3.8881546675912313,3.841002450116312,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-157.32135182960505,11.794091715692986
2024-07-18 21:58:26,4.063127366679989,3.8881546675912313,3.841166743521029,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-159.24511475602185,11.792448777792249
2024-07-18 21:58:27,4.061813016659868,3.8881546675912313,3.841166743521029,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-158.26568972269644,11.791134427772128
2024-07-18 21:58:28,4.062798779173364,3.8881546675912313,3.8413310369259968,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.792284483690592
2024-07-18 21:58:29,4.062141604163303,3.8881546675912313,3.8413310369259968,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-158.26568972269644,11.791627308680532
2024-07-18 21:58:30,4.060662960406215,3.8883189610682813,3.8413310369259968,0.305,0.305,0.305,-156.40967176436934,-158.26568972269644,-159.24511475602185,11.790312958400493
2024-07-18 21:58:32,4.061155841656186,3.8881546675912313,3.8413310369259968,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-157.32135182960505,11.790641546173415
2024-07-18 21:58:33,4.061977310411453,3.8883189610682813,3.841495330331215,0.305,0.305,0.305,-156.40967176436934,-157.32135182960505,-157.32135182960505,11.79179160181095
2024-07-18 21:58:34,4.06082725415594,3.8883189610682813,3.841166743521029,0.305,0.305,0.305,-157.32135182960505,-159.24511475602185,-157.32135182960505,11.79031295874525
2024-07-18 21:58:35,4.061484429157495,3.888647548023143,3.8413310369259968,0.305,0.305,0.305,-157.32135182960505,-158.26568972269644,-159.24511475602185,11.791463014106636
