Timestamp,Cell 1 Voltage,Cell 1 Current,Cell 1 Temp
2023-09-12 16:09:17,4.095123759565357,1.004,19.973934976500647
2023-09-12 16:09:18,4.096273815186863,1.004,20.065133810899525
2023-09-12 16:09:19,4.096766696171063,1.004,20.09318751623505
2023-09-12 16:09:21,4.0975881644828025,1.004,20.100200396866338
2023-09-12 16:09:22,4.097752458145861,1.004,20.177327768461765
2023-09-12 16:09:23,4.098738220129192,1.004,20.23340404913873
2023-09-12 16:09:24,4.098738220129192,1.004,20.159801116214147
2023-09-12 16:09:25,4.099559688455155,1.004,20.01603138280074
2023-09-12 16:09:26,4.1002168631201945,1.004,20.114225505100165
2023-09-12 16:09:28,4.100545450454137,1.004,20.107213059734992
2023-09-12 16:09:29,4.100874037789029,1.004,20.09318751623505
2023-09-12 16:09:30,4.10169550613041,1.004,20.194853077491647
2023-09-12 16:09:31,4.101531212461659,1.004,20.12123773322092
2023-09-12 16:09:32,4.102188387138086,1.004,20.114225505100165
2023-09-12 16:09:34,4.10284556181831,1.004,20.096693983787212
2023-09-12 16:09:35,4.103174149159846,1.004,20.23340404913873
2023-09-12 16:09:36,4.1038313238457675,1.004,20.35952607564507
2023-09-12 16:09:37,4.1038313238457675,1.004,20.30698351561194
2023-09-12 16:09:38,4.104324204862701,1.004,20.236908363008194
2023-09-12 16:09:39,4.1044884985354875,1.004,20.349018504041265
2023-09-12 16:09:40,4.104981379555271,1.004,20.292970174447614
2023-09-12 16:09:42,4.105638554251641,1.004,20.37703765438479
2023-09-12 16:09:43,4.105802847926327,1.004,20.310486719486256
2023-09-12 16:09:44,4.106460022627448,1.004,20.31398987085831
2023-09-12 16:09:45,4.106624316303322,1.004,20.356023603871485
2023-09-12 16:09:47,4.106952903655784,1.004,20.394547935859947
2023-09-12 16:09:48,4.1074457846862575,1.004,20.38053981433231
2023-09-12 16:09:49,4.1074457846862575,1.004,20.342013195619003
2023-09-12 16:09:50,4.107610078363558,1.004,20.541583634006436
2023-09-12 16:09:51,4.108431546753623,1.004,20.468077042619427
2023-09-12 16:09:53,4.108267253075135,1.004,20.506583284465513
2023-09-12 16:09:54,4.109088721469955,1.004,20.499582607155798
2023-09-12 16:09:55,4.108760134111313,1.004,20.42606318623936
2023-09-12 16:09:56,4.10974589619009,1.004,20.443569856754802
2023-09-12 16:09:57,4.109581602509699,1.004,20.580078200638077
2023-09-12 16:09:59,4.109910189870718,1.004,20.43306600854219
2023-09-12 16:10:00,4.10974589619009,1.004,20.517083920243117
2023-09-12 16:10:01,4.110403070914031,1.004,20.695525749385222
2023-09-12 16:10:02,4.1107316582774285,1.004,20.580078200638077
2023-09-12 16:10:04,4.111224539324309,1.004,20.618566713695778
2023-09-12 16:10:05,4.111224539324309,1.004,20.810919964446143
2023-09-12 16:10:06,4.11171742037333,1.004,20.594074721741258
2023-09-12 16:10:07,4.11171742037333,1.004,20.789943113356415
2023-09-12 16:10:08,4.112538888793125,1.004,20.786446803295714
2023-09-12 16:10:10,4.11237459510869,1.004,20.796935589168367
