Timestamp,Voltage,Current,Temperature,Vbatt
1969-12-31 21:00:00,4.103379344314314,0.0,26.437220450515156,4.103379344314314
1969-12-31 21:00:01,4.103215050495522,0.0,26.08146732967589,4.103050756676729
1969-12-31 21:00:03,4.103379344314672,0.0,26.65635865383744,4.1037079319529735
1969-12-31 21:00:04,4.103297197405187,0.0,26.240952822568204,4.103050756676729
1969-12-31 21:00:05,4.103346485550851,0.0,27.06340219516691,4.103543638133509
1969-12-31 21:00:06,4.103247909259656,0.0,26.840454197445194,4.102886462858339
1969-12-31 21:00:07,4.103346485551012,0.0,26.782849376455186,4.103543638133509
1969-12-31 21:00:09,4.10328076802328,0.0,26.739645760712683,4.103379344314314
1969-12-31 21:00:10,4.1032479092596015,0.0,26.706042948468514,4.102886462858339
1969-12-31 21:00:11,4.103182191731977,0.0,26.94636612633618,4.103215050495387
1969-12-31 21:00:12,4.103182191731977,0.0,27.149193608380966,4.102886462858339
1969-12-31 21:00:14,4.103083615440622,0.0,27.28965809191522,4.103050756676729
1969-12-31 21:00:15,4.103017897913105,0.0,27.419971434413686,4.103050756676729
1969-12-31 21:00:16,4.103050756676783,0.0,27.267437564030946,4.103050756676729
1969-12-31 21:00:17,4.103083615440568,0.0,27.078667122571073,4.103379344314314
1969-12-31 21:00:19,4.103017897913373,0.0,27.35264522878371,4.102557875222367
1969-12-31 21:00:20,4.102985039149695,0.0,27.48953731394825,4.102886462858339
1969-12-31 21:00:21,4.103050756677212,0.0,27.55885117331465,4.103379344314314
1969-12-31 21:00:22,4.103149332968568,0.0,27.69574325847919,4.103543638133509
1969-12-31 21:00:24,4.103149332968568,0.0,27.497851690182586,4.103379344314314
1969-12-31 21:00:25,4.103346485550796,0.0,27.43191629330234,4.103543638133509
1969-12-31 21:00:26,4.103510779369724,0.0,27.36260243393594,4.1037079319529735
1969-12-31 21:00:27,4.103445061842207,0.0,27.232289091437472,4.103050756676729
1969-12-31 21:00:29,4.103445061842207,0.0,27.384822961820213,4.103543638133509
1969-12-31 21:00:30,4.103477920606046,0.0,27.51210013300376,4.103543638133509
1969-12-31 21:00:31,4.10360935566194,0.0,27.70087057446363,4.104200813412978
1969-12-31 21:00:32,4.10360935566194,0.0,27.563978489299092,4.1037079319529735
1969-12-31 21:00:34,4.10374079071719,0.0,27.63155671509723,4.1037079319529735
1969-12-31 21:00:35,4.103642214425833,0.0,27.761870057595694,4.103050756676729
1969-12-31 21:00:36,4.103543638134477,0.0,27.761870057595694,4.103050756676729
1969-12-31 21:00:37,4.103412203078583,0.0,27.166253559403835,4.103543638133509
1969-12-31 21:00:38,4.1032807680233345,0.0,27.235567418770234,4.103050756676729
1969-12-31 21:00:40,4.10331362678728,0.0,27.02752470943784,4.103872225772706
1969-12-31 21:00:41,4.103346485551012,0.0,27.02752470943784,4.103215050495387
1969-12-31 21:00:42,4.103477920606261,0.0,26.320921896478318,4.1037079319529735
1969-12-31 21:00:43,4.103346485551226,0.0,25.998637832340062,4.102886462858339
1969-12-31 21:00:45,4.103445061842583,0.0,25.998637832340062,4.103543638133509
1969-12-31 21:00:46,4.103247909259709,0.0,25.79059512300767,4.102886462858339
1969-12-31 21:00:47,4.103247909259709,0.0,25.914987618849324,4.103215050495387
1969-12-31 21:00:48,4.103182191731977,0.0,25.3020323313657,4.103379344314314
1969-12-31 21:00:50,4.1033464855509045,0.0,25.760756744393024,4.1037079319529735
1969-12-31 21:00:51,4.1033464855509045,0.0,25.894270367071407,4.103543638133509
1969-12-31 21:00:52,4.103412203078315,0.0,26.357018914743918,4.103215050495387
1969-12-31 21:00:53,4.103477920605938,0.0,26.28185268541006,4.103543638133509
1969-12-31 21:00:55,4.103412203078422,0.0,26.65835084514125,4.103050756676729
1969-12-31 21:00:56,4.103313626786904,0.0,26.72592907093939,4.103215050495387
1969-12-31 21:00:57,4.103215050495548,0.0,26.862821156103927,4.103050756676729
1969-12-31 21:00:58,4.103280768023173,0.0,27.003285639638182,4.103543638133509
1969-12-31 21:00:59,4.1031493329681386,0.0,26.878893143796528,4.102886462858339
1969-12-31 21:01:03,4.115471373155551,0.143,27.93316589216814,4.16466095761379
1969-12-31 21:01:04,4.127727695795244,0.28159999999999996,28.44379721242253,4.16449666369385
1969-12-31 21:01:05,4.140049735982656,0.4184,28.809261873110835,4.16466095761379
1969-12-31 21:01:07,4.152338917446851,0.5534,28.809261873110835,4.164989545454487
1969-12-31 21:01:08,4.164759533966082,0.6876,29.708849854227328,4.164989545454487
1969-12-31 21:01:09,4.164792392750124,0.678,30.160602485701254,4.164825251534002
1969-12-31 21:01:10,4.164825251534111,0.6716,30.41530832404137,4.16466095761379
1969-12-31 21:01:12,4.164923827886402,0.6664,30.789047559131223,4.165153839375245
1969-12-31 21:01:13,4.164923827886403,0.6624000000000001,31.230365020019214,4.164989545454487
1969-12-31 21:01:14,4.165022404239021,0.6582000000000001,31.58794886002753,4.16548242721758
1969-12-31 21:01:15,4.165055263023119,0.6540000000000001,31.529070171247064,4.164989545454487
1969-12-31 21:01:17,4.165252415728192,0.6502000000000001,31.586730993725762,4.165646721139158
1969-12-31 21:01:18,4.165416709649768,0.647,31.4701914824666,4.165975308983131
1969-12-31 21:01:19,4.165646721139977,0.6439999999999999,31.589224879216335,4.1661396029055275
1969-12-31 21:01:21,4.165712438708662,0.6409999999999999,31.360804271083094,4.165811015061007
1969-12-31 21:01:22,4.165942450198871,0.6382,31.419682959863557,4.1661396029055275
1969-12-31 21:01:23,4.1661396029059095,0.6355999999999998,31.419682959863557,4.166632484674355
