Timestamp,Voltage,Current,Temperature,Avg Voltage,Avg Current,Avg Temperature
2024-11-05 12:19:07,4.109951097291826,0.0,20.12271823298272,4.109951097291826,0.0,20.12271823298272
2024-11-05 12:19:07,4.109622509632729,0.0,21.84997632024192,4.109786803462278,0.0,20.98634727661232
2024-11-05 12:19:07,4.109458215803584,0.0,19.213461507647196,4.1096772742427135,0.0,20.395385353623947
2024-11-05 12:19:08,4.108965334317765,0.0,15.208746963448675,4.109499289261477,0.0,19.09872575608013
2024-11-05 12:19:08,4.109786803462143,0.0,21.84997632024192,4.10955679210161,0.0,19.648975868912487
2024-11-05 12:19:08,4.109786803462143,0.0,21.84997632024192,4.109595127328365,0.0,20.015809277467394
2024-11-05 12:19:08,4.109622509632729,0.0,19.213461507647196,4.109599039086132,0.0,19.90118816749308
2024-11-05 12:19:09,4.109786803462143,0.0,21.84997632024192,4.109622509633133,0.0,20.144786686586684
2024-11-05 12:19:09,4.109622509632729,0.0,21.000806169342923,4.109622509633088,0.0,20.23989996244849
2024-11-05 12:19:09,4.109622509632729,0.0,18.270503504732346,4.109622509633052,0.0,20.042960316676876
2024-11-05 12:19:09,4.109786803462143,0.0,18.270503504732346,4.1096374454356965,0.0,19.881827879227373
2024-11-05 12:19:10,4.109458215803584,0.0,17.290980568862267,4.109622509633021,0.0,19.665923936696945
2024-11-05 12:19:10,4.109622509632729,0.0,15.208746963448675,4.109622509632998,0.0,19.323064169524002
2024-11-05 12:19:10,4.109293921974709,0.0,17.290980568862267,4.109599039085977,0.0,19.177915340905308
2024-11-05 12:19:10,4.109622509632729,0.0,16.271636627885016,4.109600603789095,0.0,18.984163426703955
2024-11-05 12:19:11,4.109458215803584,0.0,18.270503504732346,4.10959170454,0.0,18.93955968158073
2024-11-05 12:19:11,4.109622509632729,0.0,20.12271823298272,4.109593516604279,0.0,19.009157243427904
2024-11-05 12:19:11,4.109458215803584,0.0,21.000806169342923,4.109585999893129,0.0,19.11980440597874
2024-11-05 12:19:11,4.109622509632729,0.0,20.12271823298272,4.109587921458372,0.0,19.172589344242105
2024-11-05 12:19:12,4.109622509632729,0.0,19.213461507647196,4.109589650867091,0.0,19.17463295241236
2024-11-05 12:19:12,4.109786803462143,0.0,16.271636627885016,4.109599039085903,0.0,19.036395032196772
2024-11-05 12:19:12,4.109622509632729,0.0,22.672238853203226,4.1096001059289415,0.0,19.201660660424338
2024-11-05 12:19:12,4.108801040489697,0.0,21.84997632024192,4.1095653639533225,0.0,19.316804819546842
2024-11-05 12:19:12,4.1091296281461025,0.0,12.93448713508485,4.109547208294688,0.0,19.050874916027592
2024-11-05 12:19:13,4.109622509632729,0.0,15.208746963448675,4.10955022034821,0.0,18.897189797924437
2024-11-05 12:19:13,4.1091296281461025,0.0,16.271636627885016,4.10951736158238,0.0,18.79620698369215
2024-11-05 12:19:13,4.109622509632729,0.0,17.290980568862267,4.10951736158238,0.0,18.74045785721697
2024-11-05 12:19:13,4.1091296281461025,0.0,21.84997632024192,4.109504218076081,0.0,18.85151208803929
2024-11-05 12:19:14,4.109786803462143,0.0,15.208746963448675,4.109537076841856,0.0,18.72589949753616
2024-11-05 12:19:14,4.109458215803584,0.0,20.12271823298272,4.109523933335513,0.0,18.772460122051047
2024-11-05 12:19:14,4.1091296281461025,0.0,19.213461507647196,4.10949764632287,0.0,18.786685973199308
2024-11-05 12:19:14,4.109786803462143,0.0,18.270503504732346,4.109504218076047,0.0,18.770555271059717
2024-11-05 12:19:15,4.109622509632729,0.0,18.270503504732346,4.109497646322872,0.0,18.755402187231613
2024-11-05 12:19:15,4.109622509632729,0.0,17.290980568862267,4.109497646322872,0.0,18.71233096316193
2024-11-05 12:19:15,4.1091296281461025,0.0,20.12271823298272,4.109477931063407,0.0,18.752627742299666
2024-11-05 12:19:15,4.108965334317765,0.0,15.208746963448675,4.109445072297631,0.0,18.654186609553804
2024-11-05 12:19:16,4.1091296281461025,0.0,19.213461507647196,4.109431928791331,0.0,18.66930214734011
2024-11-05 12:19:16,4.109786803462143,0.0,19.213461507647196,4.109438500544508,0.0,18.68362213050609
2024-11-05 12:19:16,4.108801040489697,0.0,15.208746963448675,4.109418785285108,0.0,18.594522767248208
