Timestamp,Cell 1 Voltage,Cell 1 Current,Cell 1 Temp,C_rate,Interval Number,capacidad
2023-10-06 07:10:12,2.6455565043241043,-0.999674,16.69719973688693,2.0,7.0,0
2023-10-06 07:10:13,2.62304847995866,-0.999754,16.536269431912253,2.0,7.0,0
2023-10-06 07:10:14,2.613683828586014,-0.99977,16.897222166084664,2.0,7.0,0
2023-10-06 07:10:15,2.6054692226483027,-0.999746,16.761522198474154,2.0,7.0,0
2023-10-06 07:10:16,2.592325854172924,-0.999682,16.86509389748785,2.0,7.0,1
2023-10-06 07:10:17,2.592325854172924,-0.999682,16.86509389748785,2.0,7.0,1
2023-10-06 07:10:18,2.585589878316301,-0.99977,17.039931297738377,2.0,7.0,1
2023-10-06 07:10:19,2.577375274058009,-0.99973,16.76509484384096,2.0,7.0,1
2023-10-06 07:10:20,2.564889076518149,-0.999786,16.740084506237643,2.0,7.0,2
2023-10-06 07:10:21,2.5584816861105137,-0.99973,16.679327378094428,2.0,7.0,2
2023-10-06 07:10:22,2.5584816861105137,-0.99973,16.679327378094428,2.0,7.0,2
2023-10-06 07:10:23,2.551088543697888,-0.999754,16.85081244388917,2.0,7.0,3
2023-10-06 07:10:24,2.5418881892404896,-0.999714,17.089847696786435,2.0,7.0,3
2023-10-06 07:10:25,2.532030667275659,-0.999698,17.050629048479934,2.0,7.0,3
2023-10-06 07:10:26,2.5233231901126625,-0.999618,16.840100453882904,2.0,7.0,3
2023-10-06 07:10:27,2.510836997378138,-0.999722,16.825816598952347,2.0,7.0,4
2023-10-06 07:10:28,2.510836997378138,-0.999722,16.825816598952347,2.0,7.0,4
2023-10-06 07:10:29,2.5042653174314227,-0.999682,16.904360842756546,2.0,7.0,4
2023-10-06 07:10:30,2.488493286790776,-0.999674,17.171817806522235,2.0,7.0,4
2023-10-06 07:10:31,2.48093585605556,-0.999714,17.06845695948076,2.0,7.0,5
2023-10-06 07:10:32,2.471735506129165,-0.999762,17.10767101985621,2.0,7.0,5
2023-10-06 07:10:33,2.463520908474138,-0.999746,16.82938769153456,2.0,7.0,5
2023-10-06 07:10:34,2.463520908474138,-0.999746,16.82938769153456,2.0,7.0,6
2023-10-06 07:10:35,2.446270254906371,-0.999762,17.211005449926922,2.0,7.0,6
2023-10-06 07:10:36,2.430169646741492,-0.999698,17.2216912629231,2.0,7.0,6
2023-10-06 07:10:37,2.419819256706161,-0.999738,17.007833515956545,2.0,7.0,6
2023-10-06 07:10:38,2.402732900130901,-0.999762,17.06845695948076,2.0,7.0,7
2023-10-06 07:10:39,2.381210665298525,-0.999666,17.310711097273753,2.0,7.0,7
2023-10-06 07:10:40,2.3633028539223817,-0.999714,17.335627542809668,2.0,7.0,7
2023-10-06 07:10:41,2.3633028539223817,-0.999714,17.335627542809668,2.0,7.0,8
2023-10-06 07:10:42,2.3297873226808363,-0.999722,17.24306067601024,2.0,7.0,8
2023-10-06 07:10:43,2.3297873226808363,-0.999722,17.24306067601024,2.0,7.0,8
2023-10-06 07:10:44,2.3297873226808363,-0.999722,17.24306067601024,2.0,7.0,8
2023-10-06 07:10:45,2.274913870489987,-0.999722,17.30359138337559,2.0,7.0,9
2023-10-06 07:10:46,2.2459985260982256,-0.999754,17.538372177261923,2.0,7.0,9
2023-10-06 07:10:47,2.222669104296945,-0.999754,17.630766707074763,2.0,7.0,9
2023-10-06 07:10:48,2.193096602584585,-0.999778,17.70180353424915,2.0,7.0,10
2023-10-06 07:10:49,2.193096602584585,-0.999778,17.70180353424915,2.0,7.0,10
2023-10-06 07:10:50,2.162045481477342,-0.999714,17.818946876160883,2.0,7.0,10
2023-10-06 07:10:51,2.1349373645714977,-0.99973,17.271548648309185,2.0,7.0,10
2023-10-06 07:10:52,2.108157835136557,-0.999706,17.669840802561932,2.0,7.0,11
2023-10-06 07:10:53,2.0803925605340505,-0.999794,17.698252429080274,2.0,7.0,11
2023-10-06 07:10:54,2.050327208967964,-0.99973,17.59523661882225,2.0,7.0,11
2023-10-06 07:10:55,2.050327208967964,-0.99973,17.59523661882225,2.0,7.0,11
2023-10-06 07:10:56,2.024369149950506,-0.99977,17.59523661882225,2.0,7.0,12
2023-10-06 07:10:57,1.997261054321907,-0.999754,17.680495743272544,2.0,7.0,12
2023-10-06 07:10:58,1.9755745807051568,-0.999746,17.98564462541361,2.0,7.0,12
2023-10-06 07:10:59,1.9489593665415248,-0.999706,17.751510911260766,2.0,7.0,13
2023-10-06 10:15:22,2.9177889029260915,-0.999666,19.29248420642212,2.0,8.0,0
2023-10-06 10:15:23,2.9177889029260915,-0.999666,19.29248420642212,2.0,8.0,0
2023-10-06 10:15:24,2.9057955500516583,-0.999674,19.08823217735358,2.0,8.0,0
2023-10-06 10:15:25,2.896923755536243,-0.999722,19.03889800446201,2.0,8.0,0
2023-10-06 10:15:26,2.890023471359348,-0.999642,19.25728339303152,2.0,8.0,1
2023-10-06 10:15:27,2.882301725242005,-0.99969,19.25024248377557,2.0,8.0,1
2023-10-06 10:15:28,2.876880074003385,-0.999698,19.10232535097416,2.0,8.0,1
2023-10-06 10:15:29,2.876880074003385,-0.999698,19.10232535097416,2.0,8.0,1
2023-10-06 10:15:30,2.8712941305531365,-0.999714,19.16220998250261,2.0,8.0,2
2023-10-06 10:15:31,2.8650510175850026,-0.99965,19.21151301633186,2.0,8.0,2
2023-10-06 10:15:32,2.857329273034771,-0.999722,19.03184923776609,2.0,8.0,2
2023-10-06 10:15:33,2.851086160771845,-0.99969,19.267844289724263,2.0,8.0,3
2023-10-06 10:15:34,2.851086160771845,-0.99969,19.267844289724263,2.0,8.0,3
2023-10-06 10:15:35,2.84435017157722,-0.999658,19.25376296957173,2.0,8.0,3
2023-10-06 10:15:36,2.8348212118757363,-0.999706,19.42267359037174,2.0,8.0,3
2023-10-06 10:15:37,2.832849703062854,-0.999698,19.08470872428531,2.0,8.0,4
2023-10-06 10:15:38,2.824470790954815,-0.999714,19.155165682888697,2.0,8.0,4
2023-10-06 10:15:39,2.8152704175203787,-0.999706,19.55981024077932,2.0,8.0,4
2023-10-06 10:15:40,2.8152704175203787,-0.999706,19.55981024077932,2.0,8.0,4
2023-10-06 10:15:41,2.808205845518575,-0.999746,19.40508532726423,2.0,8.0,5
2023-10-06 10:15:42,2.7988411809164924,-0.999698,19.3171210864994,2.0,8.0,5
2023-10-06 10:15:43,2.7884907629515223,-0.999714,19.48597879216441,2.0,8.0,5
2023-10-06 10:15:44,2.776661714880453,-0.99969,19.41563846760578,2.0,8.0,6
