Timestamp,Cell 1 Voltage,Cell 1 Current,Cell 1 Temp,C_rate,Interval Number,capacidad
2023-10-05 12:10:56,3.559681588880632,-0.500367,18.69673116933454,1.0,4.0,0
2023-10-05 12:10:57,3.559681588880632,-0.500367,18.69673116933454,1.0,4.0,0
2023-10-05 12:10:58,3.5473595780621383,-0.500407,18.70026185546266,1.0,4.0,0
2023-10-05 12:10:59,3.5444022956960186,-0.500375,18.69320041558733,1.0,4.0,0
2023-10-05 12:11:00,3.5398020788589144,-0.500415,18.69673116933454,1.0,4.0,0
2023-10-05 12:11:01,3.5396377854044254,-0.500479,18.84143423960743,1.0,4.0,0
2023-10-05 12:11:02,3.5396377854044254,-0.500479,18.84143423960743,1.0,4.0,0
2023-10-05 12:11:03,3.533394634336959,-0.500367,18.63316722347135,1.0,4.0,0
2023-10-05 12:11:04,3.534708981897233,-0.500343,18.869655929594185,1.0,4.0,1
2023-10-05 12:11:05,3.529944472074582,-0.500463,18.63669913190581,1.0,4.0,1
2023-10-05 12:11:06,3.52879441801393,-0.500351,18.49183457963224,1.0,4.0,1
2023-10-05 12:11:07,3.52879441801393,-0.500351,18.49183457963224,1.0,4.0,1
2023-10-05 12:11:08,3.5260014296366795,-0.500399,18.83085001383112,1.0,4.0,1
2023-10-05 12:11:09,3.523865615048521,-0.500399,18.7037924740054,1.0,4.0,1
2023-10-05 12:11:10,3.521894093931168,-0.500455,18.887292340681142,1.0,4.0,1
2023-10-05 12:11:11,3.520744039964189,-0.500423,18.83085001383112,1.0,4.0,2
2023-10-05 12:11:12,3.520744039964189,-0.500423,18.83085001383112,1.0,4.0,2
2023-10-05 12:11:13,3.517786758396166,-0.500487,18.84143423960743,1.0,4.0,2
2023-10-05 12:11:14,3.514500890090789,-0.500471,18.862600903595705,1.0,4.0,2
2023-10-05 12:11:15,3.5126936625692498,-0.500455,18.62963524681021,1.0,4.0,2
2023-10-05 12:11:16,3.5120364889332163,-0.500447,18.81320831028192,1.0,4.0,2
2023-10-05 12:11:17,3.5120364889332163,-0.500447,18.81320831028192,1.0,4.0,2
2023-10-05 12:11:18,3.5100649680512244,-0.500431,18.68966959418731,1.0,4.0,3
2023-10-05 12:11:19,3.5082577406104534,-0.500407,18.89081942535378,1.0,4.0,3
2023-10-05 12:11:20,3.506943393401451,-0.500471,18.82026519099142,1.0,4.0,3
2023-10-05 12:11:21,3.5036575254549738,-0.500495,18.64023097214737,1.0,4.0,3
2023-10-05 12:11:22,3.5036575254549738,-0.500495,18.64023097214737,1.0,4.0,3
2023-10-05 12:11:23,3.5034932320604995,-0.500415,18.844962182342137,1.0,4.0,3
2023-10-05 12:11:24,3.5005359510063423,-0.500439,18.77439070382528,1.0,4.0,3
2023-10-05 12:11:25,3.501028831175934,-0.500439,18.9507698293134,1.0,4.0,4
2023-10-05 12:11:26,3.497085789887483,-0.500511,18.63316722347135,1.0,4.0,4
2023-10-05 12:11:27,3.497085789887483,-0.500511,18.63316722347135,1.0,4.0,4
2023-10-05 12:11:28,3.497085789887483,-0.500479,18.971924288097387,1.0,4.0,4
2023-10-05 12:11:29,3.498071550194968,-0.500455,18.717914272996804,1.0,4.0,4
2023-10-05 12:11:30,3.492978455377857,-0.500535,18.91550717837818,1.0,4.0,4
2023-10-05 12:11:31,3.491335521621344,-0.500455,18.844962182342137,1.0,4.0,4
2023-10-05 12:11:32,3.491335521621344,-0.500455,18.844962182342137,1.0,4.0,5
2023-10-05 12:11:33,3.487228187348285,-0.500439,18.770861429914813,1.0,4.0,5
2023-10-05 12:11:34,3.489035414407632,-0.500471,18.65435765186036,1.0,4.0,5
2023-10-05 12:11:35,3.482463679802898,-0.500479,18.91550717837818,1.0,4.0,5
2023-10-05 12:11:36,3.489199707778284,-0.500479,18.66495194727471,1.0,4.0,5
2023-10-05 12:11:37,3.4832851466048846,-0.500415,18.8802379738917,1.0,4.0,5
2023-10-05 12:11:38,3.4832851466048846,-0.500415,18.8802379738917,1.0,4.0,5
2023-10-05 12:11:39,3.481313626291437,-0.500487,19.035373653313435,1.0,4.0,5
2023-10-05 12:11:40,3.4783563458940145,-0.500471,18.81320831028192,1.0,4.0,6
2023-10-05 12:11:41,3.4758919456294657,-0.500415,18.90845386283684,1.0,4.0,6
2023-10-05 12:11:42,3.4760562389785514,-0.500511,18.85201786922688,1.0,4.0,6
2023-10-05 12:11:43,3.4760562389785514,-0.500511,18.85201786922688,1.0,4.0,6
2023-10-05 12:11:44,3.474741892193393,-0.500423,18.92961302330296,1.0,4.0,6
2023-10-05 12:11:45,3.4745775988464587,-0.500447,18.982500639537324,1.0,4.0,6
2023-10-05 12:11:46,3.4706345586006737,-0.500447,18.816736783874017,1.0,4.0,6
2023-10-05 12:11:47,3.4707988519411583,-0.500383,19.003651591026287,1.0,4.0,7
2023-10-05 12:11:48,3.4707988519411583,-0.500383,19.003651591026287,1.0,4.0,7
2023-10-05 12:11:49,3.467677278517872,-0.500423,18.85201786922688,1.0,4.0,7
2023-10-05 12:11:50,3.466527225175822,-0.500423,18.9366655532222,1.0,4.0,7
2023-10-05 12:11:51,3.466855811843637,-0.500423,19.04594651369638,1.0,4.0,7
2023-10-05 12:11:52,3.4620913052652864,-0.500407,18.975449803532825,1.0,4.0,7
2023-10-05 12:11:53,3.4620913052652864,-0.500407,18.975449803532825,1.0,4.0,7
2023-10-05 12:11:54,3.4615984252872862,-0.500383,19.00717652296549,1.0,4.0,8
2023-10-05 12:11:55,3.4594626120771377,-0.500399,19.09880215330026,1.0,4.0,8
2023-10-05 12:11:56,3.455190985792518,-0.500463,18.993076406879503,1.0,4.0,8
2023-10-05 12:11:57,3.455848159055307,-0.500447,19.16925402931805,1.0,4.0,8
2023-10-05 12:11:58,3.455848159055307,-0.500447,19.16925402931805,1.0,4.0,8
2023-10-05 12:11:59,3.45190511954271,-0.500447,19.412120815017293,1.0,4.0,8
2023-10-05 12:12:00,3.449605013231408,-0.500423,19.2009491187358,1.0,4.0,8
2023-10-05 12:12:01,3.449112133314363,-0.500407,19.285444540578816,1.0,4.0,9
2023-10-05 12:12:02,3.445169094064424,-0.500455,19.00717652296549,1.0,4.0,9
2023-10-05 12:12:03,3.445169094064424,-0.500455,19.00717652296549,1.0,4.0,9
2023-10-05 12:12:04,3.4484549600953724,-0.500471,19.081185207285152,1.0,4.0,9
2023-10-05 12:12:05,3.439254535477263,-0.500367,19.306562794711656,1.0,4.0,9
2023-10-05 12:12:06,3.440568881800151,-0.500343,19.09527889182776,1.0,4.0,9
2023-10-05 12:12:07,3.435475789893765,-0.500423,19.225597334998493,1.0,4.0,9
2023-10-05 12:12:08,3.435475789893765,-0.500423,19.225597334998493,1.0,4.0,10
2023-10-05 12:12:09,3.4358043764606614,-0.500487,19.07413798135586,1.0,4.0,10
2023-10-05 12:12:10,3.435968669744508,-0.500487,18.98955121594281,1.0,4.0,10
2023-10-05 12:12:11,3.431039871344638,-0.500527,19.391013620529467,1.0,4.0,10
2023-10-05 12:12:12,3.429232645324535,-0.500495,19.08823217735358,1.0,4.0,10
2023-10-05 12:12:13,3.429232645324535,-0.500495,19.08823217735358,1.0,4.0,10
2023-10-05 12:12:14,3.424632433781744,-0.500479,19.35231138437188,1.0,4.0,10
2023-10-05 12:12:15,3.4243038472509206,-0.500503,19.28896440450293,1.0,4.0,10
2023-10-05 12:12:16,3.423482380928496,-0.500423,19.21151301633186,1.0,4.0,11
2023-10-05 12:12:17,3.4182249966216025,-0.500439,19.21151301633186,1.0,4.0,11
2023-10-05 12:12:18,3.4165820640812155,-0.500415,19.10584848488273,1.0,4.0,11
2023-10-05 12:12:19,3.4165820640812155,-0.500415,19.10584848488273,1.0,4.0,11
2023-10-05 12:12:20,3.416253477576308,-0.500503,19.475429283882782,1.0,4.0,11
2023-10-05 12:12:21,3.4116532666184773,-0.500511,19.10232535097416,1.0,4.0,11
2023-10-05 12:12:22,3.409517454458357,-0.500447,19.23263911858864,1.0,4.0,11
2023-10-05 12:12:23,3.40721734910496,-0.500439,19.37342261333301,1.0,4.0,12
2023-10-05 12:12:24,3.40721734910496,-0.500439,19.37342261333301,1.0,4.0,12
2023-10-05 12:12:25,3.405574416741281,-0.500407,19.3171210864994,1.0,4.0,12
2023-10-05 12:12:26,3.402617138552983,-0.500407,19.50004396118629,1.0,4.0,12
2023-10-05 12:12:27,3.3998241536756053,-0.500367,19.475429283882782,1.0,4.0,12
2023-10-05 12:12:28,3.396209702770532,-0.500431,19.306562794711656,1.0,4.0,12
2023-10-05 12:12:29,3.396209702770532,-0.500431,19.306562794711656,1.0,4.0,12
2023-10-05 12:12:30,3.3950596502364725,-0.500407,19.296003946369463,1.0,4.0,13
2023-10-05 12:12:31,3.3929238384216074,-0.500447,19.43674310718337,1.0,4.0,13
2023-10-05 12:12:32,3.3863521100382656,-0.500487,19.552779808857032,1.0,4.0,13
2023-10-05 12:12:33,3.3893093877589133,-0.500415,19.331197944676408,1.0,4.0,13
2023-10-05 12:12:34,3.3893093877589133,-0.500415,19.331197944676408,1.0,4.0,13
2023-10-05 12:12:35,3.383066246003632,-0.500455,19.40156749203364,1.0,4.0,13
